hook,latent,class,auc_clean,auc_recon,auc_abl,delta_causal,delta_causal_pos_mean,delta_causal_neg_mean,delta_causal_boot_mean,delta_causal_ci95_lo,delta_causal_ci95_hi,delta_recon,n_pos,n_neg
stage2,2245,CD,0.910561815321633,0.9095371669004209,0.9039353606762442,0.005601806224176609,0.10118427872657776,0.04880247637629509,0.005595324813767128,0.002360037530439025,0.009382790044403769,0.0010246484212121931,496,1702
stage2,821,CD,0.910561815321633,0.9095371669004209,0.9059135836397407,0.00362358326068013,0.055104441940784454,0.02978402003645897,0.003637985607204126,0.001092051390998225,0.006473338388719199,0.0010246484212121931,496,1702
stage2,3915,CD,0.910561815321633,0.9095371669004209,0.90592424472158,0.003612922178840905,-0.053929172456264496,-0.05734787881374359,0.00360021343889633,0.0014106537887300377,0.005897692480356142,0.0010246484212121931,496,1702
stage2,133,CD,0.910561815321633,0.9095371669004209,0.9065260035631704,0.0030111633372504887,-0.016453968361020088,-0.02107577584683895,0.0030141926011471886,0.0013569135808721548,0.004547125978653452,0.0010246484212121931,496,1702
stage2,1881,CD,0.910561815321633,0.9095371669004209,0.9080292161024979,0.0015079507979229856,-0.0392599031329155,-0.04475689306855202,0.0015569255607876381,-8.477105534677175e-05,0.0033072368442007252,0.0010246484212121931,496,1702
stage2,2486,CD,0.910561815321633,0.9095371669004209,0.9088133979000039,0.0007237690004169295,0.029793817549943924,0.01706857979297638,0.0007369609004482041,-0.0005012219953658162,0.0019569964639531943,0.0010246484212121931,496,1702
stage2,1743,CD,0.910561815321633,0.9095371669004209,0.9088607804859558,0.0006763864144651022,-0.0010038662003353238,-0.0009581769700162113,0.0006801478588354156,0.0001420461298033668,0.0012029676606353566,0.0010246484212121931,496,1702
stage2,1932,CD,0.910561815321633,0.9095371669004209,0.9090195121488951,0.0005176547515257646,-0.0019277314422652125,-0.0024663510266691446,0.0005226665674107716,0.00022719091743704238,0.0008390346180292745,0.0010246484212121931,496,1702
stage2,3011,CD,0.910561815321633,0.9095371669004209,0.9090834786399302,0.0004536882604906367,-0.028657782822847366,-0.030432526022195816,0.0005110194194670922,-0.0014975620624563999,0.0024786681576983655,0.0010246484212121931,496,1702
stage2,2373,CD,0.910561815321633,0.9095371669004209,0.9091284920965846,0.00040867480383621757,0.017896868288517,0.010592135600745678,0.00041581511045702204,-0.0003345431731010734,0.0011614937293610377,0.0010246484212121931,496,1702
stage2,2245,HYP,0.8361854141694531,0.838835089268816,0.833797946501798,0.005037142767018055,0.07023418694734573,0.02965109422802925,0.005083056069073967,0.0011338059563965777,0.009153506971441334,-0.0026496750993628693,262,1936
stage2,810,HYP,0.8361854141694531,0.838835089268816,0.8352430446028641,0.0035920446659518657,-0.08678571879863739,-0.058486469089984894,0.003611010110228013,-0.0016632809251117535,0.008669927944718691,-0.0026496750993628693,262,1936
stage2,1881,HYP,0.8361854141694531,0.838835089268816,0.8364022774588353,0.002432811809980673,0.03760121762752533,0.009655761532485485,0.0024533929244951454,8.833372086912547e-05,0.004637151791144011,-0.0026496750993628693,262,1936
stage2,3915,HYP,0.8361854141694531,0.838835089268816,0.8366270266860135,0.0022080625828024836,-0.021633602678775787,-0.019419435411691666,0.0021122606323145453,-0.002098648997903385,0.006005875238160855,-0.0026496750993628693,262,1936
stage2,821,HYP,0.8361854141694531,0.838835089268816,0.8366506844994006,0.0021844047694153934,0.006919017992913723,0.0036728056147694588,0.0021096704391500767,-0.0024404356687698684,0.006592968690804372,-0.0026496750993628693,262,1936
stage2,3418,HYP,0.8361854141694531,0.838835089268816,0.8368754337265788,0.001959655542237204,0.029885657131671906,0.010051924735307693,0.0020059068925124927,0.0004464821926435825,0.0037900096992702042,-0.0026496750993628693,262,1936
stage2,1393,HYP,0.8361854141694531,0.838835089268816,0.8371987571762034,0.0016363320926126024,0.04533109441399574,0.012547855265438557,0.0016419477200528,-0.0027534451894422676,0.006356152321206197,-0.0026496750993628693,262,1936
stage2,2546,HYP,0.8361854141694531,0.838835089268816,0.8374826509368495,0.0013524383319665212,-0.007425692863762379,-0.006627012975513935,0.001412721165834772,-0.0006040567293210116,0.003357095462404252,-0.0026496750993628693,262,1936
stage2,133,HYP,0.8361854141694531,0.838835089268816,0.8374865939057473,0.0013484953630686913,0.022528119385242462,0.011042340658605099,0.0014135615857127973,-0.00027488335517076554,0.003276709908301184,-0.0026496750993628693,262,1936
stage2,2967,HYP,0.8361854141694531,0.838835089268816,0.8377823165730869,0.0010527726957291206,-0.0017543964786455035,-0.0015398988034576178,0.0010862152193427373,8.545954137188268e-05,0.0021123386292676988,-0.0026496750993628693,262,1936
stage2,1393,MI,0.9177482347749338,0.9170443512797882,0.9111573256840247,0.005887025595763484,-0.15297766029834747,-0.1683451384305954,0.005743939976105477,0.001851645111167722,0.009741412678001236,0.0007038834951456074,550,1648
stage2,1993,MI,0.9177482347749338,0.9170443512797882,0.9153662842012357,0.0016780670785525587,-0.04465404152870178,-0.030467694625258446,0.0016898354569276153,0.0003567655697032325,0.0030248190170438804,0.0007038834951456074,550,1648
stage2,2245,MI,0.9177482347749338,0.9170443512797882,0.9157480141218004,0.0012963371579878258,0.05485892668366432,0.027078822255134583,0.0013235735308896324,-0.0014733871597527785,0.004098372484132398,0.0007038834951456074,550,1648
stage2,744,MI,0.9177482347749338,0.9170443512797882,0.91578773168579,0.0012566195939982538,0.028009852394461632,0.014974784106016159,0.001240505780593823,-0.00020099686695660408,0.0026986671995437193,0.0007038834951456074,550,1648
stage2,4038,MI,0.9177482347749338,0.9170443512797882,0.9161010591350396,0.000943292144748642,-0.048353567719459534,-0.03717565909028053,0.000929183286091854,-0.000850836276708333,0.0025643513731252203,0.0007038834951456074,550,1648
stage2,3178,MI,0.9177482347749338,0.9170443512797882,0.9161749779346866,0.0008693733451016206,0.0071878028102219105,0.0019582079257816076,0.0008827145971104118,0.0003914717757181581,0.0014248989704327,0.0007038834951456074,550,1648
stage2,2081,MI,0.9177482347749338,0.9170443512797882,0.9163746690203001,0.000669682259488158,0.0070303501561284065,0.0015074301045387983,0.0006674636819688108,0.0002397135433410221,0.0011523143618032859,0.0007038834951456074,550,1648
stage2,133,MI,0.9177482347749338,0.9170443512797882,0.9164044571932922,0.0006398940864960068,0.008310533128678799,0.002928489586338401,0.0006429159935017985,-0.0001419467558144843,0.0014590869373107577,0.0007038834951456074,550,1648
stage2,891,MI,0.9177482347749338,0.9170443512797882,0.9164243159752867,0.0006200353045014984,0.0062882439233362675,0.001628529978916049,0.0006118648782100832,6.42731217467553e-05,0.001194602883632384,0.0007038834951456074,550,1648
stage2,188,MI,0.9177482347749338,0.9170443512797882,0.9164530008826125,0.0005913503971757272,0.012480581179261208,0.004062694031745195,0.000593273075494183,0.00011067741118293287,0.0010931711885103028,0.0007038834951456074,550,1648
stage2,821,NORM,0.9350259184986189,0.9351259769361097,0.9296563959623477,0.005469580973761934,0.08767566829919815,0.015519636683166027,0.005497621689422996,0.0034616072882277583,0.007675945889390476,-0.0001000584374907243,963,1235
stage2,810,NORM,0.9350259184986189,0.9351259769361097,0.9306006449144667,0.004525332021642958,0.14450573921203613,0.030651787295937538,0.0045623343706700705,0.00292369871196006,0.006343327550352396,-0.0001000584374907243,963,1235
stage2,3915,NORM,0.9350259184986189,0.9351259769361097,0.9325707030576682,0.0025552738784414553,0.07881167531013489,0.015972547233104706,0.0024966084430248156,0.0007427359389041989,0.004234504842780404,-0.0001000584374907243,963,1235
stage2,3310,NORM,0.9350259184986189,0.9351259769361097,0.9342002261825183,0.0009257507535913589,0.020815597847104073,0.003216438228264451,0.0009066006301148429,0.0001185094812371114,0.0016545140634951882,-0.0001000584374907243,963,1235
stage2,571,NORM,0.9350259184986189,0.9351259769361097,0.9343826856861781,0.0007432912499315547,0.0005641081370413303,-0.0014193494571372867,0.0007483671101010077,0.00017305099550521963,0.0013260916858350818,-0.0001000584374907243,963,1235
stage2,2245,NORM,0.9350259184986189,0.9351259769361097,0.9344171596016162,0.0007088173344934612,-0.05880720540881157,-0.021457362920045853,0.0006853611822001639,-0.0007831964978502969,0.002028639451977335,-0.0001000584374907243,963,1235
stage2,3011,NORM,0.9350259184986189,0.9351259769361097,0.9344768583332282,0.0006491186028814155,0.019116675481200218,0.004375565331429243,0.000635486624595567,-2.897726340283768e-05,0.0012911480053604373,-0.0001000584374907243,963,1235
stage2,2546,NORM,0.9350259184986189,0.9351259769361097,0.9344928340501384,0.0006331428859712718,0.02846003882586956,0.0064229341223835945,0.0006548776928479617,-2.77961914810914e-05,0.0013426884134975143,-0.0001000584374907243,963,1235
stage2,3448,NORM,0.9350259184986189,0.9351259769361097,0.934499560667785,0.0006264162683247143,0.03337828814983368,0.008460099808871746,0.00063992438631434,3.841672287544515e-05,0.001261185393547501,-0.0001000584374907243,963,1235
stage2,1315,NORM,0.9350259184986189,0.9351259769361097,0.9345819617339539,0.0005440152021557454,0.01796075329184532,0.0039072101935744286,0.0005540460209684831,-8.885262509607795e-05,0.001240420869236175,-0.0001000584374907243,963,1235
stage2,821,STTC,0.9258444095742672,0.925663572987592,0.9207970086423864,0.004866564345205604,-0.006723947357386351,-0.032119326293468475,0.004932379111082114,0.0020512917257529896,0.007775662324116891,0.00018083658667511493,521,1677
stage2,810,STTC,0.9258444095742672,0.925663572987592,0.9212983151294984,0.0043652578580936074,-0.05075977370142937,-0.06182241067290306,0.004377157679884487,0.0023814153042124976,0.006483483979843665,0.00018083658667511493,521,1677
stage2,1393,STTC,0.9258444095742672,0.925663572987592,0.9218843172331544,0.003779255754437605,0.05576293542981148,0.008007420226931572,0.00381643976347196,0.0015480383148872513,0.00607154420250236,0.00018083658667511493,521,1677
stage2,2245,STTC,0.9258444095742672,0.925663572987592,0.9232245681381958,0.002439004849396298,0.029246652498841286,0.008730974979698658,0.0024156010447868325,7.827880800431737e-05,0.004727244768361482,0.00018083658667511493,521,1677
stage2,1822,STTC,0.9258444095742672,0.925663572987592,0.9237945467468299,0.0018690262407621283,-0.009124452248215675,-0.014423695392906666,0.001876799014006045,0.0010333016383080986,0.0027724649735620193,0.00018083658667511493,521,1677
stage2,2486,STTC,0.9258444095742672,0.925663572987592,0.9249573946712722,0.0007061783163198054,0.02734735980629921,0.012475998140871525,0.0007263152740580278,-0.00034210025414506363,0.0017996677679345623,0.00018083658667511493,521,1677
stage2,3732,STTC,0.9258444095742672,0.925663572987592,0.9250066096916966,0.0006569632958954852,-0.0023811275605112314,-0.004358423873782158,0.0006576143840439773,0.00030131983305791424,0.0010181058685727828,0.00018083658667511493,521,1677
stage2,2373,STTC,0.9258444095742672,0.925663572987592,0.9250787154192948,0.0005848575682972923,0.012085575610399246,0.006920317653566599,0.0005905049919197919,-0.00024007845009483273,0.0014383662721339143,0.00018083658667511493,521,1677
stage2,1857,STTC,0.9258444095742672,0.925663572987592,0.9251290749750778,0.0005344980125142618,0.012307628057897091,0.003958859480917454,0.0005349394412992397,6.721361701828205e-06,0.0010524521975373345,0.00018083658667511493,521,1677
stage2,2467,STTC,0.9258444095742672,0.925663572987592,0.925166844641915,0.0004967283456770444,-0.0018271291628479958,-0.003337572328746319,0.000499698886884897,0.00018027631354126114,0.000821355857775316,0.00018083658667511493,521,1677
